,AnimalID,DateTime_Intake,IntakeType,IntakeCondition,AnimalType_Intake,SexuponIntake,AgeuponIntake,Breed_Intake,Color_Intake,DateTime_Outcome,DateofBirth,SexuponOutcome,AgeuponOutcome,Result,year,month,percent,Time_stayed,Time_stayed_days
520,A689620,2014-10-07 11:23:00,Owner Surrender,Normal,Dog,Intact Male,0.4166666666666667,Australian Cattle Dog Mix,medium,2014-10-10 19:06:00,2014-05-07 00:00:00,Neutered Male,0.4166666666666667,0.0,2014,10,0.9345794392523363,3 days 07:43:00.000000000,3.321527777777778
521,A656312,2017-04-02 17:52:00,Owner Surrender,Normal,Cat,Neutered Male,3.0,Siamese Mix,medium,2017-04-11 12:08:00,2013-04-13 00:00:00,Neutered Male,3.0,0.0,2017,4,1.5873015873015872,8 days 18:16:00.000000000,8.761111111111111
522,A776645,2018-07-17 10:44:00,Stray,Normal,Dog,Intact Female,1.0,Labrador Retriever Mix,light,2018-07-27 16:51:00,2017-01-17 00:00:00,Spayed Female,1.0,0.0,2018,7,1.2195121951219512,10 days 06:07:00.000000000,10.254861111111111
523,A771412,2018-05-04 14:31:00,Stray,Normal,Cat,Spayed Female,4.0,Domestic Shorthair Mix,light,2018-07-15 12:47:00,2013-05-11 00:00:00,Spayed Female,5.0,0.0,2018,5,1.0416666666666665,71 days 22:16:00.000000000,71.92777777777778
524,A786868,2019-01-03 13:08:00,Stray,Normal,Dog,Intact Female,5.0,Chihuahua Longhair/Chihuahua Shorthair,medium,2019-03-29 14:58:00,2014-01-03 00:00:00,Spayed Female,5.0,0.0,2019,1,1.694915254237288,85 days 01:50:00.000000000,85.07638888888889
525,A729450,2016-06-18 14:53:00,Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair Mix,dark,2016-06-28 18:45:00,2016-04-18 00:00:00,Neutered Male,0.16666666666666666,0.0,2016,6,0.8928571428571428,10 days 03:52:00.000000000,10.161111111111111
526,A806545,2019-10-12 12:29:00,Owner Surrender,Normal,Dog,Intact Male,14.0,Pit Bull Mix,light,2019-10-14 14:07:00,2005-10-12 00:00:00,Intact Male,14.0,0.0,2019,10,0.9345794392523363,2 days 01:38:00.000000000,2.0680555555555555
527,A767286,2018-02-26 14:34:00,Stray,Normal,Dog,Intact Female,1.0,Border Terrier Mix,dark,2018-03-03 11:41:00,2017-02-26 00:00:00,Spayed Female,1.0,0.0,2018,2,1.5151515151515151,4 days 21:07:00.000000000,4.879861111111111
528,A760250,2017-10-15 12:33:00,Stray,Normal,Cat,Neutered Male,8.0,Domestic Shorthair Mix,light,2017-12-29 18:14:00,2009-10-15 00:00:00,Neutered Male,8.0,0.0,2017,10,0.9345794392523363,75 days 05:41:00.000000000,75.23680555555555
529,A703653,2015-05-27 16:11:00,Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair,dark,2015-06-20 19:11:00,2015-04-13 00:00:00,Spayed Female,0.16666666666666666,0.0,2015,5,1.0416666666666665,24 days 03:00:00.000000000,24.125000000000004
530,A747545,2017-04-21 08:46:00,Stray,Injured,Cat,Unknown,8.0,Domestic Shorthair Mix,dark,2017-04-21 10:24:00,2009-04-21 00:00:00,Unknown,8.0,1.0,2017,4,1.5873015873015872,0 days 01:38:00.000000000,0.06805555555555555
531,A677984,2014-05-02 11:32:00,Public Assist,Normal,Dog,Intact Female,2.0,American Pit Bull Terrier Mix,dark,2014-08-04 16:36:00,2012-05-02 00:00:00,Spayed Female,2.0,0.0,2014,5,1.0416666666666665,94 days 05:04:00.000000000,94.21111111111112
532,A797349,2019-06-12 13:21:00,Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair,medium,2019-06-19 18:25:00,2019-05-02 00:00:00,Spayed Female,0.08333333333333333,0.0,2019,6,0.8928571428571428,7 days 05:04:00.000000000,7.211111111111111
533,A675416,2014-03-27 12:12:00,Owner Surrender,Normal,Dog,Spayed Female,1.0,West Highland/Chihuahua Shorthair,light,2014-04-01 13:22:00,2013-03-27 00:00:00,Spayed Female,1.0,0.0,2014,3,1.3157894736842104,5 days 01:10:00.000000000,5.048611111111111
534,A797914,2019-06-19 12:56:00,Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair,dark,2019-06-23 16:57:00,2019-05-12 00:00:00,Intact Female,0.08333333333333333,0.0,2019,6,0.8928571428571428,4 days 04:01:00.000000000,4.167361111111111
535,A757259,2017-09-01 07:57:00,Public Assist,Normal,Dog,Intact Male,1.0,Pit Bull Mix,dark,2017-09-28 09:45:00,2016-09-01 00:00:00,Intact Male,1.0,0.0,2017,9,1.1494252873563218,27 days 01:48:00.000000000,27.075
536,A671158,2014-08-24 16:43:00,Stray,Normal,Dog,Neutered Male,1.0,Black Mouth Cur Mix,dark,2014-08-26 13:34:00,2013-06-19 00:00:00,Neutered Male,1.0,0.0,2014,8,1.2345679012345678,1 days 20:51:00.000000000,1.86875
537,A810200,2019-12-09 10:35:00,Stray,Normal,Dog,Intact Female,2.0,Border Terrier,light,2019-12-13 15:26:00,2017-12-09 00:00:00,Spayed Female,2.0,0.0,2019,12,1.25,4 days 04:51:00.000000000,4.202083333333333
538,A756237,2017-08-16 12:29:00,Owner Surrender,Normal,Dog,Intact Male,7.0,Chihuahua Shorthair Mix,dark,2017-09-02 18:30:00,2010-08-16 00:00:00,Neutered Male,7.0,0.0,2017,8,1.2345679012345678,17 days 06:01:00.000000000,17.250694444444445
539,A775481,2018-06-30 17:00:00,Stray,Normal,Dog,Intact Female,1.0,Siberian Husky Mix,dark,2018-07-11 17:21:00,2017-06-30 00:00:00,Spayed Female,1.0,0.0,2018,6,0.8928571428571428,11 days 00:21:00.000000000,11.014583333333334
540,A765850,2018-08-22 12:44:00,Owner Surrender,Normal,Dog,Neutered Male,0.6666666666666666,Dalmatian/Pit Bull,light,2018-08-22 18:10:00,2017-12-20 00:00:00,Neutered Male,0.6666666666666666,0.0,2018,8,1.2345679012345678,0 days 05:26:00.000000000,0.2263888888888889
541,A786384,2018-12-23 11:20:00,Stray,Normal,Dog,Intact Female,0.08333333333333333,Australian Shepherd Mix,dark,2019-01-19 16:15:00,2018-11-13 00:00:00,Spayed Female,0.16666666666666666,0.0,2018,12,1.25,27 days 04:55:00.000000000,27.20486111111111
542,A765609,2018-01-23 13:25:00,Stray,Injured,Dog,Intact Male,3.0,Australian Cattle Dog Mix,medium,2018-01-29 15:53:00,2015-01-23 00:00:00,Neutered Male,3.0,0.0,2018,1,1.694915254237288,6 days 02:28:00.000000000,6.102777777777778
543,A694897,2015-01-06 11:35:00,Stray,Nursing,Dog,Intact Female,0.038461538461538464,Pit Bull Mix,dark,2015-01-08 12:38:00,2014-12-22 00:00:00,Intact Female,0.038461538461538464,0.0,2015,1,1.694915254237288,2 days 01:03:00.000000000,2.04375
544,A744663,2017-03-05 12:44:00,Stray,Normal,Cat,Intact Male,1.0,Domestic Shorthair Mix,light,2017-03-06 09:00:00,2016-03-05 00:00:00,Neutered Male,1.0,0.0,2017,3,1.3157894736842104,0 days 20:16:00.000000000,0.8444444444444444
545,A695636,2015-01-19 15:37:00,Owner Surrender,Normal,Dog,Intact Female,0.07692307692307693,Border Collie Mix,dark,2015-02-18 06:51:00,2014-12-22 00:00:00,Spayed Female,0.08333333333333333,0.0,2015,1,1.694915254237288,29 days 15:14:00.000000000,29.634722222222223
546,A685585,2014-08-09 14:48:00,Owner Surrender,Sick,Dog,Intact Female,0.5833333333333334,Siberian Husky,dark,2014-08-12 11:29:00,2013-12-09 00:00:00,Spayed Female,0.6666666666666666,0.0,2014,8,1.2345679012345678,2 days 20:41:00.000000000,2.8618055555555557
547,A785267,2018-11-29 16:05:00,Owner Surrender,Normal,Cat,Spayed Female,4.0,Domestic Shorthair Mix,dark,2018-12-15 16:01:00,2014-11-29 00:00:00,Spayed Female,4.0,0.0,2018,11,1.098901098901099,15 days 23:56:00.000000000,15.997222222222222
548,A739645,2016-12-10 11:42:00,Public Assist,Normal,Dog,Intact Female,2.0,Pit Bull Mix,medium,2016-12-17 12:08:00,2014-12-05 00:00:00,Intact Female,2.0,0.0,2016,12,1.25,7 days 00:26:00.000000000,7.018055555555556
549,A789561,2019-02-23 18:20:00,Stray,Normal,Dog,Intact Male,2.0,German Shepherd,dark,2019-03-01 19:04:00,2017-02-23 00:00:00,Neutered Male,2.0,0.0,2019,2,1.5151515151515151,6 days 00:44:00.000000000,6.030555555555556
550,A751379,2017-06-07 12:18:00,Stray,Normal,Dog,Intact Female,1.0,Pit Bull Mix,dark,2017-06-14 17:30:00,2015-12-07 00:00:00,Spayed Female,1.0,0.0,2017,6,0.8928571428571428,7 days 05:12:00.000000000,7.216666666666667
551,A804447,2019-09-14 16:38:00,Stray,Normal,Cat,Intact Male,0.16666666666666666,Domestic Shorthair,dark,2019-10-20 17:35:00,2019-06-29 00:00:00,Neutered Male,0.25,0.0,2019,9,1.1494252873563218,36 days 00:57:00.000000000,36.03958333333333
552,A763591,2017-12-11 14:11:00,Stray,Normal,Dog,Intact Female,1.0,Staffordshire Mix,medium,2018-08-19 15:28:00,2016-12-11 00:00:00,Spayed Female,1.0,0.0,2017,12,1.25,251 days 01:17:00.000000000,251.0534722222222
553,A703960,2015-05-30 18:41:00,Stray,Nursing,Cat,Unknown,0.00821917808219178,Domestic Shorthair Mix,dark,2015-05-30 18:42:00,2015-05-27 00:00:00,Unknown,0.00821917808219178,0.0,2015,5,1.0416666666666665,0 days 00:01:00.000000000,0.0006944444444444446
554,A683076,2014-07-06 16:41:00,Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,light,2014-07-11 15:35:00,2013-07-06 00:00:00,Intact Female,1.0,0.0,2014,7,1.2195121951219512,4 days 22:54:00.000000000,4.954166666666667
555,A756507,2017-08-21 11:01:00,Owner Surrender,Normal,Other,Intact Male,0.4166666666666667,Rabbit Sh Mix,medium,2017-08-24 18:17:00,2017-03-21 00:00:00,Intact Male,0.4166666666666667,0.0,2017,8,1.2345679012345678,3 days 07:16:00.000000000,3.3027777777777776
556,A758330,2017-09-14 11:54:00,Owner Surrender,Normal,Other,Intact Female,0.4166666666666667,Guinea Pig Mix,light,2017-09-14 15:37:00,2017-04-14 00:00:00,Intact Female,0.4166666666666667,0.0,2017,9,1.1494252873563218,0 days 03:43:00.000000000,0.15486111111111112
557,A807992,2019-11-02 16:25:00,Stray,Normal,Cat,Intact Female,2.0,Domestic Shorthair,medium,2019-11-10 09:02:00,2017-11-02 00:00:00,Intact Female,2.0,1.0,2019,11,1.098901098901099,7 days 16:37:00.000000000,7.692361111111111
558,A790714,2019-03-15 11:07:00,Stray,Normal,Dog,Intact Female,1.0,Alaskan Husky Mix,light,2019-03-19 16:23:00,2018-03-15 00:00:00,Spayed Female,1.0,0.0,2019,3,1.3157894736842104,4 days 05:16:00.000000000,4.219444444444444
559,A751859,2017-10-09 12:05:00,Owner Surrender,Normal,Cat,Spayed Female,0.4166666666666667,Domestic Shorthair Mix,medium,2017-10-12 13:35:00,2017-04-27 00:00:00,Spayed Female,0.4166666666666667,0.0,2017,10,0.9345794392523363,3 days 01:30:00.000000000,3.0625
560,A780947,2018-09-22 14:07:00,Stray,Normal,Dog,Intact Male,2.0,Wire Hair Fox Terrier Mix,Tricolor,2018-09-26 16:53:00,2016-09-22 00:00:00,Neutered Male,2.0,0.0,2018,9,1.1494252873563218,4 days 02:46:00.000000000,4.115277777777778
561,A793067,2019-07-12 17:21:00,Public Assist,Normal,Dog,Intact Male,2.0,German Shepherd,dark,2019-07-19 18:34:00,2017-04-19 00:00:00,Intact Male,2.0,0.0,2019,7,1.2195121951219512,7 days 01:13:00.000000000,7.050694444444445
562,A716491,2015-11-19 22:38:00,Stray,Normal,Dog,Intact Male,4.0,Australian Cattle Dog Mix,medium,2015-11-28 17:10:00,2011-11-19 00:00:00,Neutered Male,4.0,0.0,2015,11,1.098901098901099,8 days 18:32:00.000000000,8.772222222222222
563,A667990,2013-11-26 11:12:00,Stray,Normal,Dog,Intact Female,2.0,Pit Bull Mix,dark,2014-01-27 16:17:00,2011-11-26 00:00:00,Spayed Female,2.0,0.0,2013,11,1.098901098901099,62 days 05:05:00.000000000,62.21180555555556
564,A667336,2013-11-16 12:37:00,Stray,Normal,Dog,Intact Female,2.0,Chihuahua Shorthair Mix,light,2013-12-04 12:04:00,2011-11-16 00:00:00,Spayed Female,2.0,0.0,2013,11,1.098901098901099,17 days 23:27:00.000000000,17.977083333333333
565,A800022,2019-07-15 13:41:00,Stray,Normal,Cat,Unknown,1.0,Domestic Medium Hair,medium,2019-07-19 11:54:00,2018-07-15 00:00:00,Unknown,1.0,0.0,2019,7,1.2195121951219512,3 days 22:13:00.000000000,3.9256944444444444
566,A679330,2014-05-27 16:04:00,Owner Surrender,Normal,Dog,Intact Male,0.5833333333333334,Pit Bull Mix,light,2014-06-18 12:49:00,2013-10-19 00:00:00,Neutered Male,0.5833333333333334,0.0,2014,5,1.0416666666666665,21 days 20:45:00.000000000,21.864583333333336
567,A714028,2015-10-17 09:39:00,Owner Surrender,Normal,Cat,Neutered Male,5.0,Domestic Shorthair Mix,medium,2016-09-21 13:39:00,2010-10-10 00:00:00,Neutered Male,5.0,0.0,2015,10,0.9345794392523363,340 days 04:00:00.000000000,340.1666666666667
568,A723818,2016-04-07 13:11:00,Stray,Normal,Cat,Intact Male,0.07692307692307693,Domestic Shorthair Mix,light,2016-05-14 19:07:00,2016-03-07 00:00:00,Neutered Male,0.16666666666666666,0.0,2016,4,1.5873015873015872,37 days 05:56:00.000000000,37.24722222222222
569,A746553,2017-04-04 17:15:00,Stray,Normal,Cat,Intact Female,0.019230769230769232,Domestic Shorthair Mix,dark,2017-04-04 17:16:00,2017-03-28 00:00:00,Intact Female,0.019230769230769232,0.0,2017,4,1.5873015873015872,0 days 00:01:00.000000000,0.0006944444444444446
570,A808522,2019-11-10 12:08:00,Stray,Normal,Cat,Intact Female,4.0,Domestic Shorthair,dark,2019-11-14 12:23:00,2015-11-10 00:00:00,Intact Female,4.0,0.0,2019,11,1.098901098901099,4 days 00:15:00.000000000,4.010416666666667
571,A689617,2014-10-07 11:12:00,Stray,Normal,Cat,Intact Male,0.16666666666666666,Domestic Shorthair Mix,dark,2014-10-12 12:24:00,2014-07-23 00:00:00,Neutered Male,0.16666666666666666,0.0,2014,10,0.9345794392523363,5 days 01:12:00.000000000,5.05
572,A674654,2014-03-16 13:55:00,Wildlife,Sick,Other,Unknown,1.0,Raccoon Mix,dark,2014-03-16 15:17:00,2013-03-16 00:00:00,Unknown,1.0,1.0,2014,3,1.3157894736842104,0 days 01:22:00.000000000,0.05694444444444444
573,A732994,2017-10-17 11:15:00,Stray,Normal,Cat,Intact Female,2.0,Domestic Shorthair Mix,medium,2017-10-19 13:04:00,2015-05-03 00:00:00,Intact Female,2.0,0.0,2017,10,0.9345794392523363,2 days 01:49:00.000000000,2.0756944444444443
574,A713214,2015-10-04 11:37:00,Stray,Normal,Cat,Intact Male,0.07692307692307693,Domestic Shorthair Mix,dark,2015-10-07 14:22:00,2015-09-04 00:00:00,Intact Male,0.07692307692307693,0.0,2015,10,0.9345794392523363,3 days 02:45:00.000000000,3.1145833333333335
575,A753778,2017-07-11 10:52:00,Stray,Normal,Dog,Intact Female,0.08333333333333333,German Shepherd Mix,dark,2017-07-16 18:11:00,2017-05-11 00:00:00,Spayed Female,0.16666666666666666,0.0,2017,7,1.2195121951219512,5 days 07:19:00.000000000,5.304861111111111
576,A731496,2017-08-16 17:45:00,Stray,Normal,Dog,Neutered Male,2.0,Pit Bull Mix,light,2017-08-23 19:02:00,2015-07-23 00:00:00,Neutered Male,2.0,0.0,2017,8,1.2345679012345678,7 days 01:17:00.000000000,7.053472222222222
577,A712880,2015-09-29 13:01:00,Owner Surrender,Normal,Cat,Intact Male,0.16666666666666666,Domestic Shorthair Mix,light,2015-10-07 12:21:00,2015-07-14 00:00:00,Neutered Male,0.16666666666666666,0.0,2015,9,1.1494252873563218,7 days 23:20:00.000000000,7.972222222222222
578,A681260,2014-06-14 12:15:00,Stray,Normal,Cat,Intact Female,0.16666666666666666,Domestic Medium Hair Mix,dark,2014-07-02 16:57:00,2014-04-03 00:00:00,Spayed Female,0.16666666666666666,0.0,2014,6,0.8928571428571428,18 days 04:42:00.000000000,18.195833333333333
579,A669764,2013-12-26 18:32:00,Stray,Normal,Dog,Intact Female,0.16666666666666666,Labrador Retriever Mix,dark,2014-01-02 11:21:00,2013-10-11 00:00:00,Intact Female,0.16666666666666666,0.0,2013,12,1.25,6 days 16:49:00.000000000,6.700694444444444
580,A707936,2015-07-20 13:34:00,Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,dark,2015-07-21 09:00:00,2014-07-20 00:00:00,Intact Female,1.0,0.0,2015,7,1.2195121951219512,0 days 19:26:00.000000000,0.8097222222222222
581,A754515,2017-07-29 14:47:00,Stray,Normal,Cat,Intact Male,0.16666666666666666,Domestic Shorthair Mix,light,2017-07-31 16:37:00,2017-05-09 00:00:00,Intact Male,0.16666666666666666,0.0,2017,7,1.2195121951219512,2 days 01:50:00.000000000,2.076388888888889
582,A678126,2014-05-04 12:09:00,Stray,Normal,Cat,Intact Female,0.07692307692307693,Domestic Shorthair Mix,dark,2014-06-16 12:57:00,2014-04-04 00:00:00,Spayed Female,0.16666666666666666,0.0,2014,5,1.0416666666666665,43 days 00:48:00.000000000,43.03333333333333
583,A785767,2018-12-09 15:08:00,Stray,Normal,Dog,Intact Male,2.0,Alaskan Husky Mix,light,2019-01-02 18:30:00,2016-12-09 00:00:00,Neutered Male,2.0,0.0,2018,12,1.25,24 days 03:22:00.000000000,24.14027777777778
584,A688062,2014-09-14 08:16:00,Stray,Normal,Dog,Intact Male,0.4166666666666667,Labrador Retriever Mix,dark,2014-09-27 15:09:00,2014-04-14 00:00:00,Neutered Male,0.4166666666666667,0.0,2014,9,1.1494252873563218,13 days 06:53:00.000000000,13.286805555555556
585,A708141,2017-10-10 13:49:00,Stray,Normal,Dog,Spayed Female,4.0,Chinese Sharpei Mix,medium,2017-10-10 16:20:00,2013-07-23 00:00:00,Spayed Female,4.0,0.0,2017,10,0.9345794392523363,0 days 02:31:00.000000000,0.10486111111111111
586,A754917,2017-10-06 13:46:00,Owner Surrender,Normal,Other,Neutered Male,0.5,Rabbit Sh Mix,dark,2017-11-12 12:53:00,2017-03-26 00:00:00,Neutered Male,0.5833333333333334,0.0,2017,10,0.9345794392523363,36 days 23:07:00.000000000,36.96319444444445
587,A796696,2019-06-04 13:26:00,Public Assist,Normal,Dog,Intact Male,3.0,Lhasa Apso,light,2019-06-10 14:44:00,2016-06-04 00:00:00,Intact Male,3.0,0.0,2019,6,0.8928571428571428,6 days 01:18:00.000000000,6.054166666666667
588,A796085,2019-05-28 14:46:00,Stray,Normal,Cat,Intact Female,0.07692307692307693,Domestic Shorthair,dark,2019-07-07 17:57:00,2019-04-24 00:00:00,Spayed Female,0.16666666666666666,0.0,2019,5,1.0416666666666665,40 days 03:11:00.000000000,40.13263888888889
589,A691114,2014-10-30 11:39:00,Stray,Normal,Dog,Intact Male,0.5,Landseer Mix,dark,2014-11-23 17:42:00,2014-04-30 00:00:00,Neutered Male,0.5,0.0,2014,10,0.9345794392523363,24 days 06:03:00.000000000,24.252083333333335
590,A695441,2015-01-15 16:58:00,Stray,Normal,Dog,Intact Male,2.0,Pit Bull Mix,dark,2015-01-22 17:18:00,2013-01-15 00:00:00,Intact Male,2.0,0.0,2015,1,1.694915254237288,7 days 00:20:00.000000000,7.013888888888889
591,A706573,2015-06-30 15:39:00,Stray,Normal,Cat,Intact Male,0.038461538461538464,Domestic Shorthair Mix,dark,2015-07-03 13:59:00,2015-06-15 00:00:00,Intact Male,0.038461538461538464,0.0,2015,6,0.8928571428571428,2 days 22:20:00.000000000,2.930555555555556
592,A729208,2016-06-14 17:18:00,Stray,Normal,Cat,Unknown,0.07692307692307693,Domestic Shorthair Mix,medium,2016-06-14 19:57:00,2016-05-14 00:00:00,Unknown,0.07692307692307693,0.0,2016,6,0.8928571428571428,0 days 02:39:00.000000000,0.11041666666666666
593,A745323,2017-03-16 11:11:00,Stray,Normal,Dog,Intact Female,2.0,Black Mouth Cur Mix,medium,2017-03-24 16:00:00,2015-03-16 00:00:00,Intact Female,2.0,0.0,2017,3,1.3157894736842104,8 days 04:49:00.000000000,8.200694444444444
594,A741410,2017-05-21 16:13:00,Owner Surrender,Normal,Dog,Spayed Female,8.0,Australian Cattle Dog Mix,dark,2018-06-12 13:10:00,2009-01-01 00:00:00,Spayed Female,9.0,0.0,2017,5,1.0416666666666665,386 days 20:57:00.000000000,386.8729166666667
595,A695204,2015-01-11 04:45:00,Stray,Normal,Dog,Neutered Male,1.0,Rhod Ridgeback Mix,medium,2015-01-26 17:02:00,2014-01-11 00:00:00,Neutered Male,1.0,0.0,2015,1,1.694915254237288,15 days 12:17:00.000000000,15.511805555555556
596,A666390,2013-10-31 13:03:00,Stray,Normal,Dog,Intact Female,2.0,Pit Bull Mix,dark,2013-10-31 15:43:00,2011-10-31 00:00:00,Intact Female,2.0,0.0,2013,10,0.9345794392523363,0 days 02:40:00.000000000,0.1111111111111111
597,A790213,2019-03-06 15:07:00,Stray,Normal,Dog,Intact Female,1.0,German Shepherd/Pointer,dark,2019-03-20 12:59:00,2018-03-06 00:00:00,Spayed Female,1.0,0.0,2019,3,1.3157894736842104,13 days 21:52:00.000000000,13.911111111111111
598,A748245,2017-05-01 11:29:00,Owner Surrender,Normal,Dog,Intact Female,0.08333333333333333,Chihuahua Shorthair Mix,medium,2017-05-03 14:48:00,2017-03-01 00:00:00,Intact Female,0.16666666666666666,0.0,2017,5,1.0416666666666665,2 days 03:19:00.000000000,2.1381944444444443
599,A703343,2015-05-23 13:24:00,Stray,Normal,Cat,Unknown,0.019230769230769232,Domestic Shorthair Mix,dark,2015-05-23 15:45:00,2015-05-16 00:00:00,Unknown,0.019230769230769232,0.0,2015,5,1.0416666666666665,0 days 02:21:00.000000000,0.09791666666666667
600,A632476,2014-02-15 14:26:00,Stray,Normal,Dog,Spayed Female,3.0,Labrador Retriever Mix,dark,2014-02-16 14:42:00,2010-07-16 00:00:00,Spayed Female,3.0,0.0,2014,2,1.5151515151515151,1 days 00:16:00.000000000,1.011111111111111
601,A736413,2016-10-10 12:20:00,Stray,Normal,Cat,Unknown,0.057692307692307696,Domestic Shorthair Mix,dark,2016-10-10 14:45:00,2016-09-18 00:00:00,Unknown,0.057692307692307696,0.0,2016,10,0.9345794392523363,0 days 02:25:00.000000000,0.10069444444444445
602,A703228,2015-05-22 07:17:00,Wildlife,Injured,Other,Unknown,1.0,Opossum Mix,dark,2015-05-26 15:52:00,2014-05-22 00:00:00,Unknown,1.0,0.0,2015,5,1.0416666666666665,4 days 08:35:00.000000000,4.357638888888889
603,A692558,2014-11-22 16:09:00,Stray,Normal,Cat,Intact Male,0.057692307692307696,Domestic Shorthair Mix,dark,2015-01-06 08:14:00,2014-10-29 00:00:00,Neutered Male,0.16666666666666666,0.0,2014,11,1.098901098901099,44 days 16:05:00.000000000,44.67013888888889
604,A719691,2016-02-13 11:51:00,Stray,Normal,Dog,Neutered Male,6.0,Collie Rough Mix,dark,2016-02-18 11:28:00,2009-02-20 00:00:00,Neutered Male,6.0,0.0,2016,2,1.5151515151515151,4 days 23:37:00.000000000,4.9840277777777775
605,A810202,2019-12-09 10:48:00,Owner Surrender,Normal,Dog,Neutered Male,0.08333333333333333,Labrador Retriever,dark,2019-12-12 19:19:00,2019-10-09 00:00:00,Neutered Male,0.16666666666666666,0.0,2019,12,1.25,3 days 08:31:00.000000000,3.354861111111111
606,A665256,2013-10-15 17:25:00,Owner Surrender,Sick,Cat,Neutered Male,1.0,Domestic Shorthair Mix,light,2013-10-15 19:02:00,2012-10-15 00:00:00,Neutered Male,1.0,1.0,2013,10,0.9345794392523363,0 days 01:37:00.000000000,0.06736111111111111
607,A742508,2017-01-22 17:14:00,Stray,Normal,Dog,Intact Female,1.0,Pit Bull Mix,medium,2017-01-23 13:02:00,2016-01-22 00:00:00,Intact Female,1.0,0.0,2017,1,1.694915254237288,0 days 19:48:00.000000000,0.825
608,A668766,2013-12-09 10:57:00,Stray,Normal,Dog,Intact Male,1.0,Newfoundland/Queensland Heeler,dark,2013-12-29 18:33:00,2012-12-09 00:00:00,Neutered Male,1.0,0.0,2013,12,1.25,20 days 07:36:00.000000000,20.316666666666666
609,A696218,2015-01-31 11:37:00,Stray,Normal,Cat,Intact Male,0.4166666666666667,Domestic Shorthair Mix,dark,2015-02-06 16:50:00,2014-08-31 00:00:00,Neutered Male,0.4166666666666667,0.0,2015,1,1.694915254237288,6 days 05:13:00.000000000,6.217361111111111
610,A806012,2019-10-04 18:45:00,Stray,Normal,Cat,Intact Male,0.16666666666666666,Domestic Shorthair,medium,2019-10-10 12:26:00,2019-07-13 00:00:00,Neutered Male,0.16666666666666666,0.0,2019,10,0.9345794392523363,5 days 17:41:00.000000000,5.736805555555557
611,A726487,2016-05-11 12:58:00,Stray,Normal,Dog,Intact Female,0.5833333333333334,Pit Bull Mix,light,2016-05-19 18:29:00,2015-10-11 00:00:00,Spayed Female,0.5833333333333334,0.0,2016,5,1.0416666666666665,8 days 05:31:00.000000000,8.229861111111111
612,A700057,2015-04-07 10:54:00,Stray,Normal,Dog,Intact Female,3.0,Boxer Mix,dark,2015-04-16 13:58:00,2012-04-07 00:00:00,Spayed Female,3.0,0.0,2015,4,1.5873015873015872,9 days 03:04:00.000000000,9.127777777777778
613,A354540,2014-12-11 11:48:00,Owner Surrender,Normal,Cat,Neutered Male,10.0,Domestic Shorthair Mix,dark,2015-01-22 12:07:00,2004-04-28 00:00:00,Neutered Male,10.0,0.0,2014,12,1.25,42 days 00:19:00.000000000,42.013194444444444
614,A741273,2016-12-30 12:42:00,Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Medium Hair Mix,dark,2017-01-03 18:56:00,2016-10-30 00:00:00,Neutered Male,0.16666666666666666,0.0,2016,12,1.25,4 days 06:14:00.000000000,4.259722222222222
615,A704385,2015-06-04 11:25:00,Stray,Normal,Dog,Spayed Female,6.0,Beagle/Dachshund,dark,2015-06-08 13:49:00,2009-06-04 00:00:00,Spayed Female,6.0,0.0,2015,6,0.8928571428571428,4 days 02:24:00.000000000,4.1
616,A791128,2019-03-21 15:21:00,Stray,Normal,Dog,Intact Female,1.0,Pit Bull Mix,dark,2019-03-28 18:24:00,2018-03-21 00:00:00,Spayed Female,1.0,0.0,2019,3,1.3157894736842104,7 days 03:03:00.000000000,7.127083333333333
617,A784327,2018-11-14 13:25:00,Owner Surrender,Normal,Cat,Neutered Male,0.5,Domestic Medium Hair Mix,medium,2018-11-19 11:57:00,2018-05-14 00:00:00,Neutered Male,0.5,0.0,2018,11,1.098901098901099,4 days 22:32:00.000000000,4.938888888888889
618,A741550,2017-01-03 16:49:00,Stray,Normal,Dog,Intact Male,2.0,Rat Terrier Mix,light,2017-01-14 09:22:00,2015-01-03 00:00:00,Intact Male,2.0,1.0,2017,1,1.694915254237288,10 days 16:33:00.000000000,10.689583333333333
619,A736984,2016-10-20 13:59:00,Stray,Normal,Dog,Intact Female,1.0,Rottweiler Mix,dark,2016-10-29 18:00:00,2015-10-20 00:00:00,Spayed Female,1.0,0.0,2016,10,0.9345794392523363,9 days 04:01:00.000000000,9.167361111111111
620,A800095,2019-07-16 11:52:00,Public Assist,Normal,Other,Unknown,1.0,Cold Water,dark,2019-07-17 12:43:00,2018-07-16 00:00:00,Unknown,1.0,1.0,2019,7,1.2195121951219512,1 days 00:51:00.000000000,1.0354166666666667
