AnimalID,DateTime_Intake,IntakeType,IntakeCondition,AnimalType_Intake,SexuponIntake,AgeuponIntake,Breed_Intake,Color_Intake,DateTime_Outcome,DateofBirth,SexuponOutcome,AgeuponOutcome,Result,year,month
A773196,2018-05-29 11:21:00,Stray,Normal,Cat,Intact Female,0.07692307692307693,Domestic Shorthair Mix,light,2018-06-16 13:22:00,2018-04-29 00:00:00,Intact Female,0.08333333333333333,0.0,2018,5
A809821,2019-12-02 10:30:00,Stray,Nursing,Dog,Intact Male,0.0,German Shepherd Mix,dark,2020-01-31 17:01:00,2019-12-02 00:00:00,Neutered Male,0.08333333333333333,0.0,2019,12
A690703,2014-10-24 14:53:00,Stray,Normal,Dog,Intact Male,0.08333333333333333,Chihuahua Shorthair Mix,light,2014-11-06 13:48:00,2014-08-24 00:00:00,Neutered Male,0.16666666666666666,0.0,2014,10
A782692,2018-10-19 17:55:00,Stray,Normal,Cat,Unknown,0.4166666666666667,Domestic Shorthair Mix,dark,2018-10-25 17:53:00,2018-05-19 00:00:00,Unknown,0.4166666666666667,0.0,2018,10
A729846,2016-06-24 15:21:00,Stray,Nursing,Cat,Intact Male,0.07692307692307693,Domestic Shorthair Mix,dark,2016-06-24 15:24:00,2016-05-24 00:00:00,Intact Male,0.07692307692307693,0.0,2016,6
A713136,2015-10-03 09:42:00,Owner Surrender,Normal,Cat,Spayed Female,5.0,Siamese Mix,dark,2015-10-07 14:23:00,2009-10-06 00:00:00,Spayed Female,6.0,0.0,2015,10
A531598,2014-02-18 12:24:00,Stray,Normal,Dog,Neutered Male,6.0,Border Collie,dark,2014-02-18 16:53:00,2008-02-13 00:00:00,Neutered Male,6.0,0.0,2014,2
A667384,2013-11-17 11:27:00,Stray,Normal,Dog,Intact Female,0.16666666666666666,Pit Bull Mix,light,2013-11-21 18:23:00,2013-09-02 00:00:00,Spayed Female,0.16666666666666666,0.0,2013,11
A809449,2019-11-24 15:54:00,Stray,Normal,Dog,Intact Female,0.5833333333333334,Hovawart/Flat Coat Retriever,dark,2019-11-29 10:31:00,2019-03-29 00:00:00,Spayed Female,0.6666666666666666,0.0,2019,11
A732900,2016-08-14 13:39:00,Stray,Injured,Cat,Intact Male,0.08333333333333333,Domestic Shorthair Mix,dark,2016-08-21 14:56:00,2016-06-23 00:00:00,Intact Male,0.08333333333333333,0.0,2016,8
A812553,2020-01-24 15:21:00,Owner Surrender,Normal,Dog,Intact Female,0.5833333333333334,Pit Bull Mix,dark,2020-01-31 13:22:00,2019-06-24 00:00:00,Spayed Female,0.5833333333333334,0.0,2020,1
A756596,2017-08-22 15:01:00,Stray,Normal,Dog,Intact Male,8.0,Miniature Schnauzer,dark,2017-08-31 14:20:00,2009-08-22 00:00:00,Neutered Male,8.0,0.0,2017,8
A779184,2018-09-12 06:48:00,Owner Surrender,Normal,Cat,Spayed Female,0.25,Domestic Shorthair Mix,dark,2018-10-17 10:08:00,2018-05-28 00:00:00,Spayed Female,0.3333333333333333,0.0,2018,9
A798794,2019-06-30 15:37:00,Stray,Normal,Cat,Intact Female,0.07692307692307693,Domestic Shorthair,dark,2019-07-02 14:39:00,2019-06-02 00:00:00,Intact Female,0.07692307692307693,0.0,2019,6
A797531,2019-06-14 13:47:00,Stray,Normal,Cat,Intact Male,0.038461538461538464,Domestic Shorthair,dark,2019-06-14 15:47:00,2019-05-30 00:00:00,Intact Male,0.038461538461538464,0.0,2019,6
A688855,2014-11-03 22:29:00,Stray,Normal,Dog,Neutered Male,4.0,German Shepherd/Pit Bull,medium,2014-11-04 16:13:00,2010-09-26 00:00:00,Neutered Male,4.0,0.0,2014,11
A793289,2019-04-22 18:45:00,Stray,Normal,Cat,Intact Male,0.057692307692307696,Domestic Shorthair Mix,dark,2019-04-23 11:18:00,2019-04-01 00:00:00,Intact Male,0.057692307692307696,0.0,2019,4
A702019,2015-10-14 15:34:00,Stray,Normal,Dog,Neutered Male,1.0,Labrador Retriever Mix,light,2016-01-15 18:43:00,2014-07-07 00:00:00,Neutered Male,1.0,0.0,2015,10
A711795,2015-09-12 12:57:00,Stray,Normal,Cat,Unknown,0.3333333333333333,Domestic Shorthair Mix,dark,2015-09-12 13:11:00,2015-05-12 00:00:00,Unknown,0.3333333333333333,0.0,2015,9
A694053,2014-12-19 11:42:00,Stray,Normal,Dog,Intact Male,0.019230769230769232,Anatol Shepherd Mix,dark,2014-12-26 16:13:00,2014-12-12 00:00:00,Intact Male,0.038461538461538464,0.0,2014,12
A727015,2016-05-17 14:07:00,Wildlife,Normal,Other,Unknown,0.038461538461538464,Opossum,dark,2016-05-17 17:14:00,2016-05-01 00:00:00,Unknown,0.038461538461538464,1.0,2016,5
A673936,2019-09-04 11:43:00,Stray,Normal,Cat,Neutered Male,6.0,Bombay Mix,dark,2019-09-04 13:40:00,2012-11-04 00:00:00,Neutered Male,6.0,0.0,2019,9
A781168,2018-09-25 12:53:00,Stray,Normal,Cat,Intact Female,0.057692307692307696,Domestic Shorthair Mix,medium,2018-11-04 16:45:00,2018-09-02 00:00:00,Spayed Female,0.16666666666666666,0.0,2018,9
A773583,2018-06-03 11:05:00,Stray,Normal,Dog,Neutered Male,1.0,Pit Bull Mix,dark,2018-06-10 19:38:00,2017-06-03 00:00:00,Neutered Male,1.0,0.0,2018,6
A680835,2014-06-08 15:02:00,Stray,Normal,Cat,Intact Female,2.0,Manx Mix,dark,2014-06-13 08:00:00,2012-06-08 00:00:00,Intact Female,2.0,0.0,2014,6
A794236,2019-05-09 12:47:00,Stray,Normal,Dog,Intact Female,0.6666666666666666,Miniature Poodle,dark,2019-05-13 19:20:00,2018-09-05 00:00:00,Intact Female,0.6666666666666666,0.0,2019,5
A738321,2016-11-12 16:45:00,Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Medium Hair Mix,dark,2016-11-19 14:51:00,2016-09-27 00:00:00,Neutered Male,0.08333333333333333,0.0,2016,11
A673828,2014-03-03 12:51:00,Stray,Normal,Dog,Intact Male,1.0,Chihuahua Shorthair Mix,medium,2014-03-21 17:16:00,2012-09-03 00:00:00,Neutered Male,1.0,0.0,2014,3
A631224,2017-12-20 16:11:00,Stray,Sick,Cat,Neutered Male,15.0,Domestic Longhair/Domestic Longhair,medium,2017-12-20 18:01:00,2002-07-02 00:00:00,Neutered Male,15.0,1.0,2017,12
A711291,2015-09-05 09:10:00,Stray,Injured,Dog,Intact Male,1.0,Chihuahua Shorthair Mix,light,2015-09-11 16:04:00,2014-09-05 00:00:00,Intact Male,1.0,0.0,2015,9
A714224,2015-10-19 17:19:00,Owner Surrender,Normal,Dog,Spayed Female,6.0,Australian Cattle Dog/Beagle,medium,2015-11-15 14:54:00,2009-04-19 00:00:00,Spayed Female,6.0,0.0,2015,10
A731800,2016-07-27 15:53:00,Stray,Normal,Dog,Intact Male,1.0,Scottish Terrier Mix,dark,2016-07-31 18:00:00,2015-07-27 00:00:00,Neutered Male,1.0,0.0,2016,7
A738368,2016-11-13 16:40:00,Stray,Normal,Cat,Intact Male,0.038461538461538464,Domestic Shorthair Mix,dark,2017-02-09 13:39:00,2016-10-29 00:00:00,Neutered Male,0.25,0.0,2016,11
A799999,2019-07-15 10:31:00,Stray,Normal,Dog,Intact Male,0.75,Plott Hound,dark,2019-08-30 09:41:00,2018-09-15 00:00:00,Neutered Male,0.9166666666666666,0.0,2019,7
A698997,2015-03-20 16:18:00,Stray,Normal,Dog,Intact Male,1.0,German Shepherd Mix,dark,2015-03-29 15:48:00,2014-03-20 00:00:00,Intact Male,1.0,0.0,2015,3
A721351,2016-02-25 11:21:00,Stray,Normal,Dog,Intact Female,1.0,Pit Bull Mix,medium,2016-06-10 15:29:00,2015-02-25 00:00:00,Spayed Female,1.0,1.0,2016,2
A757642,2017-09-04 15:54:00,Public Assist,Normal,Dog,Intact Male,6.0,German Shepherd Mix,dark,2017-10-04 17:47:00,2011-09-04 00:00:00,Intact Male,6.0,0.0,2017,9
A728934,2016-06-11 11:18:00,Owner Surrender,Normal,Cat,Spayed Female,14.0,Domestic Shorthair Mix,light,2016-07-02 19:16:00,2002-06-11 00:00:00,Spayed Female,14.0,0.0,2016,6
A787320,2019-01-11 11:49:00,Stray,Normal,Dog,Intact Female,2.0,German Shepherd Mix,light,2019-01-18 12:08:00,2017-01-11 00:00:00,Spayed Female,2.0,0.0,2019,1
A655220,2014-01-22 15:14:00,Stray,Normal,Cat,Neutered Male,0.75,Domestic Longhair Mix,dark,2014-01-23 15:16:00,2013-04-22 00:00:00,Neutered Male,0.75,0.0,2014,1
A711570,2015-09-09 09:05:00,Stray,Normal,Dog,Neutered Male,3.0,American Bulldog/Great Pyrenees,light,2015-09-15 11:27:00,2012-09-09 00:00:00,Neutered Male,3.0,0.0,2015,9
A771903,2018-10-23 17:21:00,Stray,Normal,Dog,Intact Female,1.0,Maltese Mix,light,2018-10-30 11:44:00,2017-10-11 00:00:00,Spayed Female,1.0,0.0,2018,10
A713237,2015-10-04 14:08:00,Wildlife,Sick,Other,Unknown,3.0,Raccoon Mix,dark,2015-10-05 09:25:00,2012-10-04 00:00:00,Unknown,3.0,1.0,2015,10
A681122,2014-06-12 20:45:00,Public Assist,Normal,Cat,Intact Female,8.0,Domestic Shorthair Mix,dark,2014-06-24 17:02:00,2006-06-12 00:00:00,Spayed Female,8.0,0.0,2014,6
A474001,2017-12-03 11:25:00,Owner Surrender,Normal,Cat,Spayed Female,11.0,Domestic Longhair Mix,light,2017-12-29 17:49:00,2006-07-27 00:00:00,Spayed Female,11.0,0.0,2017,12
A718321,2015-12-27 17:33:00,Owner Surrender,Normal,Cat,Spayed Female,1.0,Domestic Shorthair Mix,dark,2016-01-10 14:26:00,2014-12-27 00:00:00,Spayed Female,1.0,0.0,2015,12
A721642,2016-03-01 16:56:00,Stray,Normal,Cat,Intact Female,0.057692307692307696,Domestic Shorthair Mix,dark,2016-03-02 09:48:00,2016-02-08 00:00:00,Intact Female,0.057692307692307696,1.0,2016,3
A775681,2018-07-03 14:14:00,Stray,Normal,Dog,Intact Female,0.16666666666666666,Chihuahua Shorthair Mix,Tricolor,2019-01-22 14:48:00,2018-04-07 00:00:00,Intact Female,0.75,0.0,2018,7
A702049,2015-05-08 12:49:00,Stray,Normal,Cat,Unknown,0.019230769230769232,Domestic Shorthair Mix,medium,2015-05-08 14:59:00,2015-04-28 00:00:00,Unknown,0.019230769230769232,0.0,2015,5
A703327,2015-05-23 12:00:00,Stray,Normal,Dog,Neutered Male,2.0,Australian Cattle Dog Mix,Tricolor,2015-05-23 17:01:00,2012-11-01 00:00:00,Neutered Male,2.0,0.0,2015,5
A666841,2013-11-07 19:47:00,Stray,Normal,Dog,Intact Male,0.08333333333333333,Labrador Retriever/Rottweiler,dark,2013-11-08 15:02:00,2013-09-07 00:00:00,Intact Male,0.16666666666666666,0.0,2013,11
A724201,2016-04-13 16:41:00,Stray,Normal,Dog,Neutered Male,5.0,Rhod Ridgeback Mix,medium,2016-04-13 19:01:00,2011-04-13 00:00:00,Neutered Male,5.0,0.0,2016,4
A711101,2015-09-01 18:17:00,Stray,Normal,Dog,Spayed Female,0.16666666666666666,Labrador Retriever Mix,dark,2015-09-04 14:12:00,2015-06-09 00:00:00,Spayed Female,0.16666666666666666,0.0,2015,9
A701077,2015-04-24 18:04:00,Public Assist,Normal,Dog,Neutered Male,1.0,Chihuahua Shorthair Mix,medium,2015-05-03 11:55:00,2013-10-23 00:00:00,Neutered Male,1.0,0.0,2015,4
A768584,2018-03-22 11:15:00,Owner Surrender,Normal,Dog,Intact Female,2.0,Anatol Shepherd Mix,dark,2018-04-08 17:13:00,2016-03-22 00:00:00,Spayed Female,2.0,0.0,2018,3
A687904,2014-09-11 16:33:00,Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair Mix,dark,2014-09-29 17:50:00,2014-07-27 00:00:00,Intact Male,0.16666666666666666,0.0,2014,9
A667105,2014-09-19 15:14:00,Stray,Normal,Dog,Neutered Male,6.0,Dachshund,medium,2014-09-19 16:13:00,2007-11-12 00:00:00,Neutered Male,6.0,0.0,2014,9
A792044,2019-04-04 18:38:00,Stray,Normal,Cat,Intact Female,2.0,Domestic Shorthair Mix,medium,2019-06-11 14:48:00,2017-04-04 00:00:00,Spayed Female,2.0,0.0,2019,4
A760524,2017-11-15 18:58:00,Owner Surrender,Normal,Dog,Neutered Male,4.0,Labrador Retriever Mix,dark,2017-12-27 15:27:00,2013-10-19 00:00:00,Neutered Male,4.0,0.0,2017,11
A749339,2017-05-13 15:43:00,Stray,Injured,Dog,Neutered Male,5.0,Labrador Retriever Mix,light,2017-05-14 14:52:00,2012-05-14 00:00:00,Neutered Male,5.0,0.0,2017,5
A733538,2016-08-23 17:16:00,Owner Surrender,Normal,Cat,Intact Male,1.0,Domestic Shorthair Mix,light,2016-10-05 13:33:00,2015-08-23 00:00:00,Neutered Male,1.0,0.0,2016,8
A680770,2014-06-07 15:02:00,Stray,Injured,Dog,Unknown,0.005479452054794521,Dachshund Mix,medium,2014-06-07 17:16:00,2014-06-05 00:00:00,Unknown,0.005479452054794521,0.0,2014,6
A771947,2018-05-12 13:35:00,Stray,Sick,Cat,Spayed Female,9.0,Domestic Shorthair Mix,medium,2019-03-23 16:21:00,2008-11-12 00:00:00,Spayed Female,10.0,0.0,2018,5
A710639,2015-08-25 13:57:00,Stray,Normal,Cat,Neutered Male,8.0,Domestic Shorthair Mix,dark,2015-08-26 09:00:00,2007-08-25 00:00:00,Neutered Male,8.0,0.0,2015,8
A806264,2019-10-08 07:51:00,Wildlife,Sick,Other,Unknown,2.0,Opossum,dark,2019-10-08 12:19:00,2017-10-08 00:00:00,Unknown,2.0,1.0,2019,10
A691855,2014-11-12 19:05:00,Stray,Normal,Dog,Neutered Male,1.0,Labrador Retriever Mix,dark,2014-11-16 15:22:00,2013-11-10 00:00:00,Neutered Male,1.0,0.0,2014,11
A807921,2019-11-01 11:11:00,Owner Surrender,Normal,Cat,Intact Female,0.25,Domestic Shorthair,medium,2019-11-15 16:51:00,2019-08-01 00:00:00,Spayed Female,0.25,0.0,2019,11
A691725,2014-11-08 13:02:00,Stray,Normal,Cat,Intact Male,0.057692307692307696,Domestic Shorthair Mix,dark,2014-11-08 15:37:00,2014-10-17 00:00:00,Intact Male,0.057692307692307696,0.0,2014,11
A772479,2018-05-20 11:48:00,Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair Mix,dark,2018-08-19 13:35:00,2018-03-20 00:00:00,Spayed Female,0.3333333333333333,0.0,2018,5
A706808,2015-07-03 15:41:00,Stray,Normal,Cat,Intact Female,0.057692307692307696,Domestic Shorthair Mix,dark,2015-07-27 13:38:00,2015-06-11 00:00:00,Intact Female,0.08333333333333333,1.0,2015,7
A787200,2019-01-09 14:16:00,Stray,Normal,Dog,Intact Male,0.08333333333333333,Labrador Retriever Mix,light,2019-01-13 13:44:00,2018-11-09 00:00:00,Intact Male,0.16666666666666666,0.0,2019,1
A705102,2015-06-13 11:30:00,Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,medium,2015-06-14 09:00:00,2014-06-13 00:00:00,Intact Female,1.0,0.0,2015,6
A722352,2016-03-31 18:13:00,Owner Surrender,Normal,Dog,Spayed Female,0.5833333333333334,Labrador Retriever Mix,dark,2016-04-02 18:13:00,2015-08-15 00:00:00,Spayed Female,0.5833333333333334,0.0,2016,3
A806239,2019-10-07 15:17:00,Wildlife,Injured,Other,Unknown,2.0,Skunk,dark,2019-10-07 10:31:00,2017-10-07 00:00:00,Unknown,2.0,1.0,2019,10
A757425,2017-09-02 13:03:00,Public Assist,Normal,Dog,Neutered Male,2.0,Chinese Sharpei Mix,medium,2017-09-15 14:20:00,2015-09-02 00:00:00,Neutered Male,2.0,0.0,2017,9
A723213,2016-03-28 14:15:00,Wildlife,Normal,Other,Unknown,1.0,Bat Mix,dark,2016-03-28 15:25:00,2015-03-28 00:00:00,Unknown,1.0,1.0,2016,3
A788943,2019-02-12 11:36:00,Stray,Normal,Dog,Intact Female,0.4166666666666667,Pit Bull Mix,light,2019-02-17 15:30:00,2018-09-12 00:00:00,Spayed Female,0.4166666666666667,0.0,2019,2
A800994,2019-07-29 17:29:00,Stray,Normal,Dog,Neutered Male,2.0,Labrador Retriever,dark,2019-08-31 18:40:00,2017-07-29 00:00:00,Neutered Male,2.0,0.0,2019,7
A667048,2017-04-18 11:14:00,Owner Surrender,Sick,Dog,Neutered Male,8.0,Pit Bull Mix,dark,2017-04-18 16:00:00,2008-07-18 00:00:00,Neutered Male,8.0,0.0,2017,4
A749690,2017-05-18 12:21:00,Owner Surrender,Normal,Cat,Neutered Male,6.0,Domestic Shorthair Mix,dark,2017-05-22 18:13:00,2011-05-18 00:00:00,Neutered Male,6.0,0.0,2017,5
A774615,2018-06-18 11:00:00,Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair Mix,medium,2018-07-12 13:28:00,2018-04-29 00:00:00,Intact Female,0.16666666666666666,0.0,2018,6
A794635,2019-05-10 13:18:00,Stray,Normal,Dog,Neutered Male,2.0,Labrador Retriever/Boxer,dark,2019-05-22 13:11:00,2017-05-10 00:00:00,Neutered Male,2.0,0.0,2019,5
A773881,2018-06-07 08:25:00,Stray,Aged,Dog,Neutered Male,24.0,German Shepherd Mix,medium,2018-06-07 15:33:00,1994-06-07 00:00:00,Neutered Male,24.0,0.0,2018,6
A797942,2019-06-19 14:34:00,Stray,Normal,Cat,Intact Female,0.057692307692307696,Domestic Shorthair,dark,2019-06-19 18:18:00,2019-05-29 00:00:00,Intact Female,0.057692307692307696,0.0,2019,6
A634578,2016-05-22 13:18:00,Stray,Normal,Dog,Neutered Male,7.0,Labrador Retriever Mix,dark,2016-12-15 10:41:00,2008-08-12 00:00:00,Neutered Male,8.0,0.0,2016,5
A805907,2019-10-03 14:13:00,Stray,Normal,Cat,Intact Female,0.057692307692307696,Domestic Medium Hair,dark,2019-11-18 17:47:00,2019-09-11 00:00:00,Spayed Female,0.16666666666666666,0.0,2019,10
A757115,2017-08-30 11:30:00,Wildlife,Injured,Other,Unknown,1.0,Opossum,dark,2017-08-30 11:51:00,2016-08-30 00:00:00,Unknown,1.0,1.0,2017,8
A747825,2017-04-25 12:55:00,Stray,Nursing,Cat,Intact Female,0.0136986301369863,Domestic Shorthair Mix,dark,2017-04-25 15:39:00,2017-04-20 00:00:00,Intact Female,0.0136986301369863,0.0,2017,4
A733252,2016-12-16 08:59:00,Stray,Normal,Dog,Spayed Female,0.6666666666666666,Siberian Husky,dark,2016-12-16 14:43:00,2016-04-13 00:00:00,Spayed Female,0.6666666666666666,0.0,2016,12
A726074,2016-05-05 17:42:00,Owner Surrender,Normal,Dog,Spayed Female,7.0,Rhod Ridgeback Mix,medium,2016-07-28 00:00:00,2008-11-05 00:00:00,Spayed Female,7.0,0.0,2016,5
A719638,2016-01-24 14:25:00,Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Longhair Mix,dark,2016-02-03 12:45:00,2015-11-24 00:00:00,Intact Female,0.16666666666666666,0.0,2016,1
A665009,2013-10-12 13:07:00,Owner Surrender,Normal,Dog,Intact Male,0.08333333333333333,Chihuahua Shorthair Mix,medium,2013-10-12 15:04:00,2013-08-21 00:00:00,Intact Male,0.08333333333333333,0.0,2013,10
A777227,2018-07-25 13:29:00,Stray,Normal,Dog,Intact Male,0.3333333333333333,Chihuahua Shorthair/Beagle,medium,2018-07-29 16:21:00,2018-02-25 00:00:00,Neutered Male,0.4166666666666667,0.0,2018,7
A680253,2014-05-31 13:38:00,Stray,Normal,Dog,Intact Female,0.8333333333333334,Golden Retriever Mix,medium,2014-06-04 16:35:00,2013-07-01 00:00:00,Intact Female,0.9166666666666666,0.0,2014,5
A681025,2014-06-11 13:55:00,Stray,Normal,Dog,Intact Female,1.0,Chihuahua Shorthair Mix,medium,2014-06-20 16:16:00,2013-06-11 00:00:00,Spayed Female,1.0,0.0,2014,6
A666659,2013-11-05 12:25:00,Stray,Normal,Dog,Intact Female,0.08333333333333333,Labrador Retriever Mix,dark,2013-11-10 16:42:00,2013-09-05 00:00:00,Intact Female,0.16666666666666666,0.0,2013,11
A799826,2019-07-12 12:52:00,Stray,Normal,Dog,Intact Female,0.08333333333333333,Labrador Retriever,dark,2019-07-23 14:21:00,2019-05-20 00:00:00,Intact Female,0.16666666666666666,0.0,2019,7
A772560,2018-05-21 11:03:00,Owner Surrender,Normal,Cat,Spayed Female,6.0,Balinese,medium,2018-05-29 18:15:00,2012-05-21 00:00:00,Spayed Female,6.0,0.0,2018,5
A735895,2016-10-01 11:06:00,Stray,Normal,Dog,Intact Male,0.25,German Shepherd Mix,medium,2016-10-07 12:33:00,2016-07-01 00:00:00,Neutered Male,0.25,0.0,2016,10
A779158,2018-08-26 14:52:00,Wildlife,Sick,Other,Unknown,0.07692307692307693,Raccoon,dark,2018-08-26 19:12:00,2018-07-26 00:00:00,Unknown,0.07692307692307693,1.0,2018,8
A676808,2014-04-15 13:39:00,Stray,Normal,Dog,Intact Male,1.0,Chihuahua Shorthair Mix,dark,2014-04-26 13:09:00,2013-04-15 00:00:00,Neutered Male,1.0,0.0,2014,4
A721935,2016-03-07 16:30:00,Stray,Normal,Dog,Intact Male,5.0,Dachshund Mix,dark,2016-03-11 17:10:00,2011-03-07 00:00:00,Neutered Male,5.0,0.0,2016,3
A711416,2015-09-06 14:41:00,Stray,Normal,Cat,Unknown,0.038461538461538464,Domestic Shorthair Mix,dark,2015-09-06 16:34:00,2015-08-22 00:00:00,Unknown,0.038461538461538464,0.0,2015,9
A739520,2016-12-03 18:53:00,Stray,Normal,Cat,Intact Female,0.057692307692307696,Domestic Shorthair Mix,dark,2017-02-11 17:44:00,2016-11-06 00:00:00,Spayed Female,0.25,0.0,2016,12
A690782,2015-03-15 11:10:00,Public Assist,Normal,Dog,Intact Male,7.0,German Shepherd/Rottweiler,medium,2015-03-24 18:24:00,2007-10-26 00:00:00,Intact Male,7.0,0.0,2015,3
A677698,2014-04-28 10:07:00,Stray,Nursing,Cat,Intact Male,0.019230769230769232,Domestic Shorthair Mix,dark,2014-04-28 10:36:00,2014-04-18 00:00:00,Intact Male,0.019230769230769232,0.0,2014,4
A697168,2015-02-19 08:54:00,Stray,Injured,Dog,Neutered Male,5.0,Pit Bull Mix,dark,2015-02-28 14:56:00,2010-02-19 00:00:00,Neutered Male,5.0,0.0,2015,2
A680875,2014-06-09 12:58:00,Stray,Normal,Dog,Intact Female,13.0,Chihuahua Shorthair Mix,medium,2014-06-09 19:33:00,2001-06-09 00:00:00,Intact Female,13.0,0.0,2014,6
A734485,2016-09-07 13:07:00,Stray,Normal,Dog,Intact Female,1.0,Labrador Retriever/Whippet,dark,2016-09-13 00:00:00,2015-09-07 00:00:00,Spayed Female,1.0,0.0,2016,9
A808752,2019-11-13 13:18:00,Stray,Nursing,Cat,Intact Female,0.057692307692307696,Domestic Shorthair,dark,2019-11-13 13:49:00,2019-10-22 00:00:00,Intact Female,0.057692307692307696,0.0,2019,11
A792547,2019-04-12 11:13:00,Stray,Normal,Cat,Intact Female,0.038461538461538464,Domestic Shorthair Mix,dark,2019-04-12 16:17:00,2019-03-28 00:00:00,Intact Female,0.038461538461538464,0.0,2019,4
A761967,2017-11-12 15:55:00,Stray,Normal,Dog,Neutered Male,4.0,Labrador Retriever Mix,dark,2018-03-10 10:58:00,2013-11-12 00:00:00,Neutered Male,4.0,0.0,2017,11
A716372,2015-11-18 17:11:00,Stray,Normal,Dog,Intact Male,0.08333333333333333,Boxer Mix,medium,2016-03-11 12:09:00,2015-10-01 00:00:00,Neutered Male,0.4166666666666667,0.0,2015,11
A772753,2018-05-23 11:35:00,Stray,Normal,Dog,Intact Female,0.25,Labrador Retriever Mix,dark,2018-05-23 16:35:00,2018-01-23 00:00:00,Intact Female,0.25,0.0,2018,5
A764722,2018-01-05 07:06:00,Stray,Normal,Dog,Intact Male,0.08333333333333333,Labrador Retriever Mix,dark,2018-01-08 16:48:00,2017-11-05 00:00:00,Intact Male,0.16666666666666666,1.0,2018,1
A753344,2017-07-05 11:05:00,Owner Surrender,Sick,Cat,Neutered Male,14.0,Himalayan,light,2017-07-05 15:19:00,2003-07-05 00:00:00,Neutered Male,14.0,0.0,2017,7
A782090,2018-10-10 14:34:00,Wildlife,Sick,Other,Unknown,1.0,Bat Mix,dark,2018-10-10 16:42:00,2017-10-10 00:00:00,Unknown,1.0,1.0,2018,10
A706351,2015-06-27 16:32:00,Stray,Normal,Dog,Neutered Male,2.0,Cairn Terrier Mix,dark,2015-07-02 12:38:00,2013-06-27 00:00:00,Neutered Male,2.0,0.0,2015,6
A711541,2015-09-08 14:49:00,Stray,Normal,Dog,Neutered Male,10.0,Labrador Retriever Mix,light,2015-09-08 18:15:00,2005-09-08 00:00:00,Neutered Male,10.0,0.0,2015,9
A761452,2017-11-05 09:29:00,Public Assist,Normal,Dog,Intact Male,0.07692307692307693,Border Collie Mix,dark,2017-11-08 07:48:00,2017-10-05 00:00:00,Intact Male,0.07692307692307693,0.0,2017,11
A741794,2017-01-09 07:11:00,Stray,Injured,Dog,Intact Male,2.0,Pit Bull,dark,2017-01-09 09:46:00,2015-01-09 00:00:00,Intact Male,2.0,1.0,2017,1
A679147,2014-05-19 15:54:00,Public Assist,Normal,Dog,Intact Male,2.0,Miniature Poodle/Miniature Schnauzer,dark,2014-05-27 17:51:00,2012-05-17 00:00:00,Intact Male,2.0,0.0,2014,5
A736992,2016-10-20 15:07:00,Stray,Normal,Bird,Unknown,1.0,Cockatiel Mix,dark,2016-10-24 13:11:00,2015-10-20 00:00:00,Unknown,1.0,0.0,2016,10
A802877,2019-08-24 11:45:00,Stray,Normal,Dog,Intact Female,1.0,Miniature Poodle/Lhasa Apso,light,2019-08-29 12:38:00,2018-02-24 00:00:00,Intact Female,1.0,0.0,2019,8
A784159,2018-11-12 15:38:00,Stray,Normal,Dog,Intact Male,1.0,Labrador Retriever Mix,dark,2019-02-07 17:34:00,2017-11-12 00:00:00,Neutered Male,1.0,0.0,2018,11
A723759,2016-04-06 11:31:00,Owner Surrender,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair,medium,2016-04-07 00:00:00,2016-02-06 00:00:00,Intact Male,0.08333333333333333,0.0,2016,4
A783896,2018-11-08 12:11:00,Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Medium Hair Mix,medium,2018-11-23 13:28:00,2018-09-23 00:00:00,Intact Female,0.08333333333333333,0.0,2018,11
A769603,2018-04-07 12:00:00,Stray,Normal,Cat,Intact Male,1.0,Domestic Shorthair Mix,medium,2018-04-10 18:30:00,2017-04-07 00:00:00,Intact Male,1.0,0.0,2018,4
A674107,2014-03-07 13:15:00,Stray,Aged,Dog,Spayed Female,10.0,Labrador Retriever Mix,medium,2014-03-14 12:43:00,2004-03-07 00:00:00,Spayed Female,10.0,0.0,2014,3
A718873,2016-05-23 13:25:00,Owner Surrender,Normal,Dog,Spayed Female,1.0,Boxer Mix,dark,2016-05-31 19:27:00,2015-01-08 00:00:00,Spayed Female,1.0,0.0,2016,5
A790789,2019-03-16 14:54:00,Owner Surrender,Normal,Dog,Intact Male,1.0,German Shepherd Mix,light,2019-03-20 12:18:00,2017-11-17 00:00:00,Intact Male,1.0,0.0,2019,3
A806632,2019-10-13 15:33:00,Stray,Injured,Dog,Intact Male,1.0,Alaskan Husky,dark,2019-10-19 16:45:00,2018-10-13 00:00:00,Neutered Male,1.0,0.0,2019,10
A712057,2015-09-16 12:16:00,Owner Surrender,Normal,Dog,Neutered Male,7.0,Pomeranian Mix,light,2015-09-17 12:22:00,2008-09-16 00:00:00,Neutered Male,7.0,0.0,2015,9
